,sub_name,fiber,exp_name,dataset_name,Reconstruction accuracy (r)
218,151627,AF,HCP1200,HCP,0.8589620848574498
219,151728,AF,HCP1200,HCP,0.8108038905670786
220,151829,AF,HCP1200,HCP,0.852222014386773
221,151930,AF,HCP1200,HCP,0.8614970292287977
222,152225,AF,HCP1200,HCP,0.863018777436453
223,152427,AF,HCP1200,HCP,0.8615726137704052
224,152831,AF,HCP1200,HCP,0.8498257803106462
225,153025,AF,HCP1200,HCP,0.8351499867011642
226,153126,AF,HCP1200,HCP,0.8673082911268086
227,153227,AF,HCP1200,HCP,0.8819282252120442
228,153429,AF,HCP1200,HCP,0.855680928337524
229,153631,AF,HCP1200,HCP,0.8548471178056215
230,153833,AF,HCP1200,HCP,0.8665597631240548
231,153934,AF,HCP1200,HCP,0.8680626758435745
232,154229,AF,HCP1200,HCP,0.8402942491246772
233,154330,AF,HCP1200,HCP,0.8345112973458774
234,154431,AF,HCP1200,HCP,0.8504598994806911
235,154532,AF,HCP1200,HCP,0.8804837877333531
236,154734,AF,HCP1200,HCP,0.876681625444303
237,154835,AF,HCP1200,HCP,0.8616869569147895
238,154936,AF,HCP1200,HCP,0.8855877745272611
239,155635,AF,HCP1200,HCP,0.862070914033933
240,155938,AF,HCP1200,HCP,0.8606111765568578
241,156031,AF,HCP1200,HCP,0.8008327386969063
242,156233,AF,HCP1200,HCP,0.872266173449012
243,156334,AF,HCP1200,HCP,0.8050722861660286
244,156435,AF,HCP1200,HCP,0.8724832332943573
245,156536,AF,HCP1200,HCP,0.8851199609717544
246,156637,AF,HCP1200,HCP,0.8646440643970101
247,157336,AF,HCP1200,HCP,0.8665771166496212
248,157437,AF,HCP1200,HCP,0.8528506028102967
249,157942,AF,HCP1200,HCP,0.8638935338751027
250,158035,AF,HCP1200,HCP,0.8712520085206963
251,158136,AF,HCP1200,HCP,0.8782619329656604
252,158338,AF,HCP1200,HCP,0.8845186361204492
253,158540,AF,HCP1200,HCP,0.8736582568487926
254,158843,AF,HCP1200,HCP,0.8757767342923239
255,159138,AF,HCP1200,HCP,0.8639851225219068
256,159239,AF,HCP1200,HCP,0.8759632708803317
257,159340,AF,HCP1200,HCP,0.8689842045209923
258,159441,AF,HCP1200,HCP,0.8494385885789306
259,159744,AF,HCP1200,HCP,0.8559525113943472
260,160123,AF,HCP1200,HCP,0.8761338446415666
261,160729,AF,HCP1200,HCP,0.874615508432957
262,161327,AF,HCP1200,HCP,0.8502070816472279
263,161630,AF,HCP1200,HCP,0.8376309384698336
264,161731,AF,HCP1200,HCP,0.851257189717416
265,161832,AF,HCP1200,HCP,0.8378057068323291
266,162026,AF,HCP1200,HCP,0.8730425733888699
267,162228,AF,HCP1200,HCP,0.8845683622593047
268,162329,AF,HCP1200,HCP,0.8829745225650305
269,162733,AF,HCP1200,HCP,0.8681628876068154
270,162935,AF,HCP1200,HCP,0.8734335411029018
271,163129,AF,HCP1200,HCP,0.8789916835502608
272,163331,AF,HCP1200,HCP,0.8477565350884873
273,163432,AF,HCP1200,HCP,0.8481917894255335
274,163836,AF,HCP1200,HCP,0.8610296938211339
275,164030,AF,HCP1200,HCP,0.8781969657007759
276,164131,AF,HCP1200,HCP,0.8729298929521041
277,164636,AF,HCP1200,HCP,0.8666887678988873
278,164939,AF,HCP1200,HCP,0.8216332351535441
279,165032,AF,HCP1200,HCP,0.8419968496879902
280,165436,AF,HCP1200,HCP,0.8730180711763091
281,165638,AF,HCP1200,HCP,0.8906473188473404
282,165840,AF,HCP1200,HCP,0.880865969219077
283,165941,AF,HCP1200,HCP,0.8628936805872517
284,166438,AF,HCP1200,HCP,0.867097746688093
285,166640,AF,HCP1200,HCP,0.8538133974257133
286,167036,AF,HCP1200,HCP,0.8775430810063974
287,167238,AF,HCP1200,HCP,0.8531603387257426
288,167440,AF,HCP1200,HCP,0.8723755484921251
289,167743,AF,HCP1200,HCP,0.8606698060981125
290,168139,AF,HCP1200,HCP,0.8618964916872539
291,168240,AF,HCP1200,HCP,0.8465793568062734
292,168341,AF,HCP1200,HCP,0.8790151968124076
293,168745,AF,HCP1200,HCP,0.8371395579623329
294,168947,AF,HCP1200,HCP,0.8779772563509125
295,169040,AF,HCP1200,HCP,0.8741281361241806
296,169444,AF,HCP1200,HCP,0.8754824900605722
297,169545,AF,HCP1200,HCP,0.849619721978462
298,169949,AF,HCP1200,HCP,0.8918947950966284
299,170631,AF,HCP1200,HCP,0.8654601035171371
300,171330,AF,HCP1200,HCP,0.8783912377740131
301,171532,AF,HCP1200,HCP,0.8555981737670869
302,171633,AF,HCP1200,HCP,0.875447942743233
303,172029,AF,HCP1200,HCP,0.8686221785215947
304,172130,AF,HCP1200,HCP,0.8639208213193926
305,172332,AF,HCP1200,HCP,0.8909118091159409
306,172433,AF,HCP1200,HCP,0.8291743775380366
307,172534,AF,HCP1200,HCP,0.8647212752136934
308,172938,AF,HCP1200,HCP,0.8798218073666705
309,173334,AF,HCP1200,HCP,0.8218895754919952
310,173435,AF,HCP1200,HCP,0.8719036825942301
311,173536,AF,HCP1200,HCP,0.8578244387257548
312,173637,AF,HCP1200,HCP,0.8763822805165349
313,173738,AF,HCP1200,HCP,0.8694279143544626
314,173839,AF,HCP1200,HCP,0.8628343482179005
315,173940,AF,HCP1200,HCP,0.8450752350623727
316,174437,AF,HCP1200,HCP,0.813186877097192
317,174841,AF,HCP1200,HCP,0.855296003698122
318,175035,AF,HCP1200,HCP,0.8166832494184709
319,175136,AF,HCP1200,HCP,0.8355536397275972
320,175237,AF,HCP1200,HCP,0.8697043790263236
321,175338,AF,HCP1200,HCP,0.8760672708962349
322,175439,AF,HCP1200,HCP,0.8481351574782735
323,175540,AF,HCP1200,HCP,0.8840524825919831
324,175742,AF,HCP1200,HCP,0.8479397342391511
325,176037,AF,HCP1200,HCP,0.8359029453325236
326,176239,AF,HCP1200,HCP,0.8456331251498099
327,176441,AF,HCP1200,HCP,0.875531882863102
328,176542,AF,HCP1200,HCP,0.8549053324332105
329,176744,AF,HCP1200,HCP,0.8598804234507895
330,176845,AF,HCP1200,HCP,0.7977061020078486
331,177140,AF,HCP1200,HCP,0.8431900723697799
332,177241,AF,HCP1200,HCP,0.8727074054655348
333,177645,AF,HCP1200,HCP,0.823369430593938
334,177746,AF,HCP1200,HCP,0.8684687906242959
335,178142,AF,HCP1200,HCP,0.8593124218530782
336,178243,AF,HCP1200,HCP,0.8385750064001486
337,178647,AF,HCP1200,HCP,0.8728761413331889
338,178748,AF,HCP1200,HCP,0.8794823355848221
339,178849,AF,HCP1200,HCP,0.8465498366970745
340,178950,AF,HCP1200,HCP,0.8484390244691995
341,179245,AF,HCP1200,HCP,0.870054533731268
342,179346,AF,HCP1200,HCP,0.8560044853389732
343,180129,AF,HCP1200,HCP,0.8750238603683954
344,180230,AF,HCP1200,HCP,0.8773450011756194
345,180432,AF,HCP1200,HCP,0.8759957325121517
346,180533,AF,HCP1200,HCP,0.8761795961294595
347,180735,AF,HCP1200,HCP,0.8691980991562871
348,180836,AF,HCP1200,HCP,0.8620356776857437
349,180937,AF,HCP1200,HCP,0.8463012139583328
350,181131,AF,HCP1200,HCP,0.8831613284387885
351,181232,AF,HCP1200,HCP,0.8637892019221646
352,181636,AF,HCP1200,HCP,0.8537096161031733
353,182436,AF,HCP1200,HCP,0.8438115338670392
354,182739,AF,HCP1200,HCP,0.8224810647646629
355,182840,AF,HCP1200,HCP,0.8574163169908853
356,183034,AF,HCP1200,HCP,0.8894206104884628
357,185038,AF,HCP1200,HCP,0.8675159524803308
358,185139,AF,HCP1200,HCP,0.8686036575538286
359,185341,AF,HCP1200,HCP,0.8702354486950316
360,185442,AF,HCP1200,HCP,0.8301769837121777
361,185846,AF,HCP1200,HCP,0.8455346772794146
362,185947,AF,HCP1200,HCP,0.8540379484117321
363,186040,AF,HCP1200,HCP,0.8681992602367885
364,186141,AF,HCP1200,HCP,0.8866764796478045
365,186444,AF,HCP1200,HCP,0.8461091398198656
366,186545,AF,HCP1200,HCP,0.8265821464991229
367,186848,AF,HCP1200,HCP,0.838590427786302
368,187143,AF,HCP1200,HCP,0.8375131439651139
369,187345,AF,HCP1200,HCP,0.8404112566222178
370,187547,AF,HCP1200,HCP,0.8815675353915327
371,187850,AF,HCP1200,HCP,0.8718257805029809
372,188145,AF,HCP1200,HCP,0.8754100562544
373,188347,AF,HCP1200,HCP,0.875948242067114
374,188448,AF,HCP1200,HCP,0.8772917069406497
375,188549,AF,HCP1200,HCP,0.8253001311732747
376,188751,AF,HCP1200,HCP,0.7662878956721426
377,189349,AF,HCP1200,HCP,0.8719932329056094
378,189450,AF,HCP1200,HCP,0.8540822000041387
379,189652,AF,HCP1200,HCP,0.8811326170580623
380,190031,AF,HCP1200,HCP,0.8755495110274755
381,191033,AF,HCP1200,HCP,0.8601901780996368
382,191235,AF,HCP1200,HCP,0.8775645559340565
383,191336,AF,HCP1200,HCP,0.8582729793409958
384,191437,AF,HCP1200,HCP,0.8726524526867864
385,191841,AF,HCP1200,HCP,0.867693001255345
386,191942,AF,HCP1200,HCP,0.8540934521102761
387,192035,AF,HCP1200,HCP,0.8819666686915235
388,192136,AF,HCP1200,HCP,0.8722827548979937
389,192237,AF,HCP1200,HCP,0.8686252652922447
390,192439,AF,HCP1200,HCP,0.8665569986037568
391,192540,AF,HCP1200,HCP,0.8339533885979317
392,192641,AF,HCP1200,HCP,0.8734475145808486
393,192843,AF,HCP1200,HCP,0.8901261631640716
394,193239,AF,HCP1200,HCP,0.8519468749343632
395,193845,AF,HCP1200,HCP,0.8570871352522053
396,194140,AF,HCP1200,HCP,0.8806720367273401
397,194443,AF,HCP1200,HCP,0.891285208526898
398,194645,AF,HCP1200,HCP,0.8853661448137999
399,194746,AF,HCP1200,HCP,0.8704665885474491
400,194847,AF,HCP1200,HCP,0.8829449623395217
401,195041,AF,HCP1200,HCP,0.86414839921674
402,195445,AF,HCP1200,HCP,0.8676773301571761
403,195647,AF,HCP1200,HCP,0.8621596895868683
404,195849,AF,HCP1200,HCP,0.855376867065714
405,195950,AF,HCP1200,HCP,0.8785596792432943
