,corr,exp,surid
224,-0.16043892160486434,Breakspear,112
225,-0.04161773411434052,Brainsmash,112
226,0.28614081703772415,Breakspear,113
227,0.08490734894883152,Brainsmash,113
228,-0.1500085772657983,Breakspear,114
229,0.0633784722572681,Brainsmash,114
230,-0.12414937351782239,Breakspear,115
231,0.10088998183569282,Brainsmash,115
232,0.14779221140821813,Breakspear,116
233,0.05244554998316083,Brainsmash,116
234,-0.07543427545669887,Breakspear,117
235,0.05015955492105546,Brainsmash,117
236,0.001378912881513571,Breakspear,118
237,-0.058497470538849516,Brainsmash,118
238,0.10039330496369468,Breakspear,119
239,-0.04044396368814919,Brainsmash,119
240,0.07545970323441961,Breakspear,120
241,-0.06559380648227103,Brainsmash,120
242,-0.15680144819660638,Breakspear,121
243,0.10958053115589493,Brainsmash,121
244,-0.04205408960189846,Breakspear,122
245,0.056493761836660786,Brainsmash,122
246,-0.1507114009388534,Breakspear,123
247,0.05201463238822048,Brainsmash,123
248,-0.06653915960342027,Breakspear,124
249,0.0306924338015458,Brainsmash,124
250,0.057470419421558075,Breakspear,125
251,0.035135548226241674,Brainsmash,125
252,0.016089407830157547,Breakspear,126
253,0.044819168674895986,Brainsmash,126
254,0.23950233082840078,Breakspear,127
255,-0.008810978527491686,Brainsmash,127
256,0.2564327894476053,Breakspear,128
257,-0.0032950886149632074,Brainsmash,128
258,-0.01854021238391136,Breakspear,129
259,0.015582701936926983,Brainsmash,129
260,-0.15808865469638642,Breakspear,130
261,-0.02297293418486291,Brainsmash,130
262,-0.06634210707321915,Breakspear,131
263,-0.010119549213624608,Brainsmash,131
264,0.37660869985808804,Breakspear,132
265,-0.039530992454581915,Brainsmash,132
266,-0.0638872800008239,Breakspear,133
267,-0.060591159986532285,Brainsmash,133
268,0.314831452316754,Breakspear,134
269,0.13214516208378038,Brainsmash,134
270,-0.002144670233898726,Breakspear,135
271,-0.0744683214338332,Brainsmash,135
272,-0.15368644354634278,Breakspear,136
273,0.07876829530282133,Brainsmash,136
274,0.15731712256336264,Breakspear,137
275,-0.04694380907714514,Brainsmash,137
276,0.4694493638682894,Breakspear,138
277,0.04509257935417412,Brainsmash,138
278,-0.16062805019999868,Breakspear,139
279,0.10127073121706084,Brainsmash,139
280,-0.0844765062842385,Breakspear,140
281,-0.040273478481608255,Brainsmash,140
282,-0.046517167954621866,Breakspear,141
283,-0.015160793431653866,Brainsmash,141
284,-0.15389661579297437,Breakspear,142
